url,title,price,bike_year,mileage,localisation,brand,model,engine_size
https://www.leboncoin.fr/motos/2000353007.htm?ac=4051296304, 125 pcx,1400.0,2012,19900,Saint-Jory 31790,honda,pcx,125.0
https://www.leboncoin.fr/motos/2000225815.htm?ac=4051296304, pcx,1900.0,2012,4800,Berzé-la-Ville 71960 Hameau de Marie,honda,pcx,125.0
https://www.leboncoin.fr/motos/1999878721.htm?ac=4051296304, pcx,1480.0,2012,14000,Marseille 13008 8e Arrondissement,honda,pcx,125.0
https://www.leboncoin.fr/motos/1999732668.htm?ac=4051296304, pcx ,2300.0,2012,23000,Lyon 69004 4e Arrondissement,honda,pcx,125.0
https://www.leboncoin.fr/motos/2000347388.htm?ac=4051296304, 125 shadow ,3200.0,2000,12500,Bapaume 62450,honda,vt125shadow,124.5
https://www.leboncoin.fr/motos/2000257301.htm?ac=4051296304, shadow 125,2700.0,2000,17000,Drusenheim 67410,honda,vt125shadow,124.5
https://www.leboncoin.fr/motos/1999867049.htm?ac=4051296304,125 shadow,1500.0,2000,35000,Uzès 30700,honda,vt125shadow,124.5
https://www.leboncoin.fr/motos/1998917467.htm?ac=4051296304, shadow 125,2750.0,2000,28000,Perpignan 66000,honda,vt125shadow,124.5
https://www.leboncoin.fr/motos/1998831747.htm?ac=4051296304,125 shadow,3000.0,2000,18000,Saint-Marcellin-en-Forez 42680,honda,vt125shadow,124.5
https://www.leboncoin.fr/motos/1998418942.htm?ac=4051296304, shadow 125,2400.0,2000,9366,Saint-Chamond 42400,honda,vt125shadow,124.5
https://www.leboncoin.fr/motos/1973584674.htm?ac=4051296304, forza 300 1400 ,4395.0,2020,1400,Foulayronnes 47510 Le Rouge,honda,forza300,279.0
https://www.leboncoin.fr/motos/2000257685.htm?ac=4051296304, forza 300 1000 garantie 5 ans,5200.0,2020,1200,Eckbolsheim 67201,honda,forza300,279.0
https://www.leboncoin.fr/motos/2000230574.htm?ac=4051296304, forza 300 pot akra état ,5200.0,2020,1531,Baden 56870,honda,forza300,279.0
https://www.leboncoin.fr/motos/1999710771.htm?ac=4051296304, forza,4500.0,2020,2350,Saint-Venant 62350,honda,forza300,279.0
https://www.leboncoin.fr/motos/1999366699.htm?ac=4051296304, forza 300,4300.0,2020,7800,Argenteuil 95100,honda,forza300,279.0
https://www.leboncoin.fr/motos/1998677727.htm?ac=4051296304, forza 300 smart top box,5100.0,2020,1650,Dieppe 76200,honda,forza300,279.0
https://www.leboncoin.fr/motos/2000919798.htm?ac=4051296304, forza,4500.0,2020,2000,Douai 59500,honda,forza300,279.0
https://www.leboncoin.fr/motos/2000827437.htm?ac=4051296304, forza 300 9000 1ère ,4400.0,2020,8900,Noisy-le-Sec 93130,honda,forza300,279.0
https://www.leboncoin.fr/motos/2000346366.htm?ac=4051296304, cb 500,2500.0,2000,39400,Touvois 44650,honda,cb500,499.0
https://www.leboncoin.fr/motos/1998955396.htm?ac=4051296304, cb 500,2800.0,2000,36347,L'Isle-Jourdain 32600,honda,cb500,499.0
https://www.leboncoin.fr/motos/1998783268.htm?ac=4051296304, cb500,750.0,2000,90500,Brétigny-sur-Orge 91220,honda,cb500,499.0
https://www.leboncoin.fr/motos/2000345505.htm?ac=4051296304, cmx rebel 500 s mat s ,6790.0,2021,2000,Montmartin-sur-Mer 50590,honda,rebel500,471.0
https://www.leboncoin.fr/motos/1967021425.htm?ac=4051296304, 1000 cbx,14800.0,1980,3225,Antony 92160,honda,cbx,1046.0
https://www.leboncoin.fr/motos/1973722491.htm?ac=4051296304, cb 1100,6400.0,2013,10539,Chambéry 73000,honda,cb1100,1140.0
https://www.leboncoin.fr/motos/1991923834.htm?ac=4051296304, st 1300 pan european abs,4450.0,2003,53342,Maisons-Laffitte 78600,honda,st1300paneuropean,1261.0
https://www.leboncoin.fr/motos/2000337561.htm?ac=4051296304, varadero ,600.0,2003,35000,Aix-en-Provence 13100,honda,xl125varadero,124.7
https://www.leboncoin.fr/motos/1999250541.htm?ac=4051296304, varadero,2000.0,2003,25500,Luc-la-Primaube 12450 Le Caussanel,honda,xl125varadero,124.7
https://www.leboncoin.fr/motos/2000335821.htm?ac=4051296304, silverwing 600,3800.0,2011,30000,Tournefeuille 31170,honda,silverwing,582.0
https://www.leboncoin.fr/motos/1871622753.htm?ac=4051296304, silverwing 400 doccasion,2890.0,2011,36154,Vitrolles 13127,honda,silverwing,582.0
https://www.leboncoin.fr/motos/2000334749.htm?ac=4051296304, africa twin ,11490.0,2019,7000,Sailly-Laurette 80800,honda,crf1000lafricatwin,998.0
https://www.leboncoin.fr/motos/2000961663.htm?ac=4051296304, africa twin,11800.0,2019,12300,Fayence 83440,honda,crf1000lafricatwin,998.0
https://www.leboncoin.fr/motos/2000332931.htm?ac=4051296304, shadow 600,3500.0,1996,15800,Gries 67240,honda,vt600cshadow,583.0
https://www.leboncoin.fr/motos/2000328270.htm?ac=4051296304, 750 xadv,10000.0,2019,7000,Brousseval 52130,honda,xadv,745.0
https://www.leboncoin.fr/motos/2000060919.htm?ac=4051296304, xadv 2900s,9500.0,2019,2900,Claix 38640,honda,xadv,745.0
https://www.leboncoin.fr/motos/1935012763.htm?ac=4051296304, xadv 750,10290.0,2019,11700,Annecy 74600 Seynod,honda,xadv,745.0
https://www.leboncoin.fr/motos/1999757071.htm?ac=4051296304, xadv,8700.0,2019,13500,Toulon 83000,honda,xadv,745.0
https://www.leboncoin.fr/motos/1995988555.htm?ac=4051296304, xadv 750 1ère 2780 ,9690.0,2019,2780,Saint-Cast-le-Guildo 22380,honda,xadv,745.0
https://www.leboncoin.fr/motos/1964760865.htm?ac=4051296304, xadv,9900.0,2019,10553,Thise 25220,honda,xadv,745.0
https://www.leboncoin.fr/motos/1998816197.htm?ac=4051296304, x adv,9800.0,2019,8500,Lorient 56100,honda,xadv,745.0
https://www.leboncoin.fr/motos/1998681216.htm?ac=4051296304, xadv 750,8990.0,2019,5900,Saint-Denis 93210,honda,xadv,745.0
https://www.leboncoin.fr/motos/1998601303.htm?ac=4051296304, xadv 750 abs,9490.0,2019,15350,Plaisir 78370,honda,xadv,745.0
https://www.leboncoin.fr/motos/1998419473.htm?ac=4051296304, xadv 750,8990.0,2019,25000,Saint-Brice-sous-Forêt 95350,honda,xadv,745.0
https://www.leboncoin.fr/motos/2000361546.htm?ac=4051296304, xadv 750 a2,9250.0,2019,7800,Orchies 59310,honda,xadv,745.0
https://www.leboncoin.fr/motos/2000323361.htm?ac=4051296304, cbf 600 s,2500.0,2005,47350,Les Andelys 27700,honda,cbf600s,599.0
https://www.leboncoin.fr/motos/1998376132.htm?ac=4051296304, cbf 600 abs,2600.0,2005,42500,Saint-Julia 31540,honda,cbf600s,599.0
https://www.leboncoin.fr/motos/1999807136.htm?ac=4051296304, cbf600 abs ,2500.0,2005,38680,Melun 77000,honda,cbf600s,599.0
https://www.leboncoin.fr/motos/1863506184.htm?ac=4051296304, cbf 600 s,2790.0,2005,60120,Mougins 06250,honda,cbf600s,599.0
https://www.leboncoin.fr/motos/1954821474.htm?ac=4051296304, intégra 700 1800s ,5900.0,2017,1800,Longwy 54400,honda,integra,745.0
https://www.leboncoin.fr/motos/1931495875.htm?ac=4051296304, integra 750 dct,6490.0,2017,21000,Puilboreau 17138,honda,integra,745.0
https://www.leboncoin.fr/motos/1999664761.htm?ac=4051296304, integra 750 ,7400.0,2017,10875,Pierrelaye 95480,honda,integra,745.0
https://www.leboncoin.fr/motos/1989569926.htm?ac=4051296304, forza 125 emier ,4000.0,2019,5936,Aulnay-sous-Bois 93600,honda,forza,279.0
https://www.leboncoin.fr/motos/2000286740.htm?ac=4051296304, 125 forza ,4000.0,2019,12000,Saint-Pierre-lès-Elbeuf 76320,honda,forza,279.0
https://www.leboncoin.fr/motos/2000013105.htm?ac=4051296304, forza 300 smart top box,5400.0,2019,6080,Toulouse 31000,honda,forza,279.0
https://www.leboncoin.fr/motos/2000010569.htm?ac=4051296304, forza 125cc,3900.0,2019,9000,Paris 75019 19e Arrondissement,honda,forza,279.0
https://www.leboncoin.fr/motos/1999946283.htm?ac=4051296304, forza 125 v3 modèle ,3850.0,2019,10962,Malakoff 92240,honda,forza,279.0
https://www.leboncoin.fr/motos/1999918544.htm?ac=4051296304, forza 300 moteur hs,2800.0,2019,10200,Paris 75011 11e Arrondissement,honda,forza,279.0
https://www.leboncoin.fr/motos/1994688296.htm?ac=4051296304,forza ,3750.0,2019,14000,Viry-Châtillon 91170,honda,forza,279.0
https://www.leboncoin.fr/motos/1967774948.htm?ac=4051296304, forza 125 abs,4490.0,2019,8104,Le Bourget 93350,honda,forza,279.0
https://www.leboncoin.fr/motos/1999956852.htm?ac=4051296304, nss forza 300 279 ,4690.0,2019,12446,Saint-Orens-de-Gameville 31650,honda,forza,279.0
https://www.leboncoin.fr/motos/1999742008.htm?ac=4051296304, forza 125 smartkey,3800.0,2019,16430,Goussainville 95190,honda,forza,279.0
https://www.leboncoin.fr/motos/1999728578.htm?ac=4051296304, forza 300 nss 300,4390.0,2019,21050,Boulogne-Billancourt 92100,honda,forza,279.0
https://www.leboncoin.fr/motos/1999720309.htm?ac=4051296304, forza 125 ss garantie,3990.0,2019,7700,L'Isle-Adam 95290,honda,forza,279.0
https://www.leboncoin.fr/motos/1934691111.htm?ac=4051296304, forza 125 abs,4590.0,2019,1479,Warcq 08000,honda,forza,279.0
https://www.leboncoin.fr/motos/1999526577.htm?ac=4051296304, 125 forza,4000.0,2019,3800,Albi 81000,honda,forza,279.0
https://www.leboncoin.fr/motos/1999384485.htm?ac=4051296304,a saisir forza 300,5090.0,2019,5870,Paris 75011 11e Arrondissement,honda,forza,279.0
https://www.leboncoin.fr/motos/1963579613.htm?ac=4051296304,o forza 125,3990.0,2019,8542,Paris 75012 12e Arrondissement,honda,forza,279.0
https://www.leboncoin.fr/motos/1999218103.htm?ac=4051296304, forza 125 abs,3950.0,2019,7550,Vitry-sur-Seine 94400,honda,forza,279.0
https://www.leboncoin.fr/motos/1999236782.htm?ac=4051296304, nss forza 300 a,4799.0,2019,14215,Paris 75011,honda,forza,279.0
https://www.leboncoin.fr/motos/1998854315.htm?ac=4051296304, forza,4200.0,2019,3300,Meaux 77100,honda,forza,279.0
https://www.leboncoin.fr/motos/1998446491.htm?ac=4051296304, forza 300 a2,4900.0,2019,3793,Aussonne 31840,honda,forza,279.0
https://www.leboncoin.fr/motos/2000960437.htm?ac=4051296304, forza 125 en parfait ,3700.0,2019,6150,Levallois-Perret 92300,honda,forza,279.0
https://www.leboncoin.fr/motos/2000867033.htm?ac=4051296304, forza 125cv 1531 s,4250.0,2019,1531,Melesse 35520,honda,forza,279.0
https://www.leboncoin.fr/motos/1873135783.htm?ac=4051296304, nss 300 forza,5290.0,2019,5800,Dunkerque 59240,honda,forza,279.0
https://www.leboncoin.fr/motos/2000320351.htm?ac=4051296304, ncx 750,8100.0,2020,10500,Clairvaux-les-Lacs 39130,honda,nc750x,745.0
https://www.leboncoin.fr/motos/1999804219.htm?ac=4051296304, nc750s,6490.0,2020,600,Tassin-la-Demi-Lune 69160,honda,nc750x,745.0
https://www.leboncoin.fr/motos/1966309209.htm?ac=4051296304, hornet 600cbf,4000.0,2009,33500,Dullin 73610,honda,cb600fhornet,599.0
https://www.leboncoin.fr/motos/1999744359.htm?ac=4051296304, cb 600 f hornet,3000.0,2009,20600,Neuville-sur-Ain 01160,honda,cb600fhornet,599.0
https://www.leboncoin.fr/motos/1999180931.htm?ac=4051296304, hornet cb600f,3500.0,2009,42500,Bayonne 64100,honda,cb600fhornet,599.0
https://www.leboncoin.fr/motos/1962979619.htm?ac=4051296304, 600 hornet,3900.0,2009,17210,Périgueux 24000,honda,cb600fhornet,599.0
https://www.leboncoin.fr/motos/2000319314.htm?ac=4051296304, cb1000r neo rétro,9900.0,2019,8200,Albertville 73200,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/2000354394.htm?ac=4051296304, cb1000r ,11490.0,2019,3800,Toulouse 31200,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/2000133368.htm?ac=4051296304, cb 1000r,11000.0,2019,15800,Montmélian 73800,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1994517547.htm?ac=4051296304, cb 1000 r ,11900.0,2019,4405,Liffré 35340,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999667233.htm?ac=4051296304,vend echange cb1000 r,10000.0,2019,12300,Rochegude 26790,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1998849356.htm?ac=4051296304, cb 1000 r sc oject ,11490.0,2019,5000,Paris 75005,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1998342231.htm?ac=4051296304, cb1000r neosport,11250.0,2019,9000,Neydens 74160,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1993288034.htm?ac=4051296304, cb1000r,11300.0,2019,6600,Sausheim 68390,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/2000317546.htm?ac=4051296304, cbr 900 rr fireblade,2600.0,1998,49702,Chevreuse 78460,honda,cbr900rrfireblade,918.0
https://www.leboncoin.fr/motos/1999245281.htm?ac=4051296304, 900,3000.0,1998,133000,Saint-Denis 97400,honda,cbr900rrfireblade,918.0
https://www.leboncoin.fr/motos/2000317028.htm?ac=4051296304, swing 125 125,1400.0,2010,51199,Clichy 92110,honda,swing125,125.0
https://www.leboncoin.fr/motos/1999236689.htm?ac=4051296304, swing 125 abs 10500 s 1ere garanti,1990.0,2010,10500,Tourcoing 59200,honda,swing125,125.0
https://www.leboncoin.fr/motos/2000301145.htm?ac=4051296304, fes swing 125 abs ,2990.0,2012,6318,La Guerche-de-Bretagne 35130,honda,swing125,125.0
https://www.leboncoin.fr/motos/2000313653.htm?ac=4051296304, 1500 f6c custom,10500.0,1999,40000,Corbeil-Essonnes 91100,honda,f6c,1520.0
https://www.leboncoin.fr/motos/2000313553.htm?ac=4051296304,cb125r ,4399.0,2020,8050,Lille 59000,honda,cb125e,124.1
https://www.leboncoin.fr/motos/2000354382.htm?ac=4051296304, cb125r,3890.0,2020,4500,Toulouse 31200,honda,cb125e,124.1
https://www.leboncoin.fr/motos/1934188110.htm?ac=4051296304, cbf 125,2290.0,2020,1597,Paris 75014,honda,cb125e,124.1
https://www.leboncoin.fr/motos/1998401342.htm?ac=4051296304, cb125r,4200.0,2020,2239,Plancoët 22130,honda,cb125e,124.1
https://www.leboncoin.fr/motos/2000784881.htm?ac=4051296304, cb125r,4000.0,2020,5560,Aix-en-Provence 13100,honda,cb125e,124.1
https://www.leboncoin.fr/motos/2000310827.htm?ac=4051296304, vfr 750,2350.0,1997,68900,Niaux 09400,honda,vfr750f,748.0
https://www.leboncoin.fr/motos/1968433997.htm?ac=4051296304, vf 1000 fii,5800.0,1987,72000,Lille 59000,honda,vf1000f,998.0
https://www.leboncoin.fr/motos/1968433997.htm?ac=4051296304, vf 1000 fii,5800.0,1987,72000,Lille 59000,honda,vf1000f,998.0
https://www.leboncoin.fr/motos/2000306977.htm?ac=4051296304, cb 750 seven fifty,2000.0,1998,48000,Aix-en-Provence 13100,honda,cb750f2sevenfifty,747.0
https://www.leboncoin.fr/motos/1988398576.htm?ac=4051296304, seven fifty,2900.0,1998,26000,Feurs 42110,honda,cb750f2sevenfifty,747.0
https://www.leboncoin.fr/motos/1986974203.htm?ac=4051296304, seven fifty,2450.0,1998,57000,Boncourt-le-Bois 21700,honda,cb750f2sevenfifty,747.0
https://www.leboncoin.fr/motos/2000303568.htm?ac=4051296304, integra 700,3100.0,2012,66000,Pannes 45700,honda,integra,670.0
https://www.leboncoin.fr/motos/1999764682.htm?ac=4051296304, integra 700 nc 700 d,3862.0,2012,55210,Fontainebleau 77300,honda,integra,670.0
https://www.leboncoin.fr/motos/1999304085.htm?ac=4051296304, intégra 700,3900.0,2012,25500,Longwy 54400,honda,integra,670.0
https://www.leboncoin.fr/motos/1998405281.htm?ac=4051296304, intégra 700 abs,3200.0,2012,48000,Unieux 42240,honda,integra,670.0
https://www.leboncoin.fr/motos/2000301747.htm?ac=4051296304, rebel,1100.0,1997,14525,Jougne 25370,honda,cmx250rebel,234.0
https://www.leboncoin.fr/motos/1999341802.htm?ac=4051296304, rebel,1500.0,1997,15000,Challex 01630,honda,cmx250rebel,234.0
https://www.leboncoin.fr/motos/1999194562.htm?ac=4051296304, rebel,3000.0,1997,1500,Grammont 70110,honda,cmx250rebel,234.0
https://www.leboncoin.fr/motos/1998818106.htm?ac=4051296304, cm,1500.0,1997,10687,Yvetot 76190,honda,cmx250rebel,234.0
https://www.leboncoin.fr/motos/2000301564.htm?ac=4051296304, cb1000r xtrem,7000.0,2010,22500,Rives 38140,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/2000227084.htm?ac=4051296304, cb1000r,6000.0,2010,11246,Château-Arnoux-Saint-Auban 04160,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999546911.htm?ac=4051296304, cb1000r ,5500.0,2010,27400,Orange 84100,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999235782.htm?ac=4051296304, cb 1000 r,5500.0,2010,55000,Angers 49100,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1990183516.htm?ac=4051296304, crf 250 de 4 temps 75h,4500.0,2016,75,Lunéville 54300,honda,crf250x,249.0
https://www.leboncoin.fr/motos/1999070413.htm?ac=4051296304, crf ,5500.0,2016,50,Saint-Affrique 12400,honda,crf250x,249.0
https://www.leboncoin.fr/motos/1998538055.htm?ac=4051296304, crf 250 ,4300.0,2016,10,Feignies 59750,honda,crf250x,249.0
https://www.leboncoin.fr/motos/2000299420.htm?ac=4051296304, cb 1000r,4500.0,2009,29600,Plouhinec 29780,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999973377.htm?ac=4051296304, cb 1000 r,4350.0,2009,41000,Agde 34300,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999909842.htm?ac=4051296304, cb 1000r,5500.0,2009,38500,Ardentes 36120,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999884769.htm?ac=4051296304, cb1000r,6000.0,2009,19500,Chilleurs-aux-Bois 45170,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999746635.htm?ac=4051296304, cb1000r,5990.0,2009,37000,Etupes 25460,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999409394.htm?ac=4051296304, cb 1000 r,4600.0,2009,56000,Valenciennes 59300,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999086390.htm?ac=4051296304, cb 1000r,5800.0,2009,43000,Assat 64510,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1998900272.htm?ac=4051296304, cb1000r,6100.0,2009,26650,Mondelange 57300,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1998155987.htm?ac=4051296304, cb1000r,5500.0,2009,44000,Etampes 91150,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/2000786095.htm?ac=4051296304, cb1000r bien e,4500.0,2009,34000,Saint-Siméon-de-Bressieux 38870,honda,cb1000r,998.0
https://www.leboncoin.fr/motos/1999446365.htm?ac=4051296304, cbf600n a2,3300.0,2011,40000,Lille 59000,honda,cbf600n,599.3
https://www.leboncoin.fr/motos/2000297295.htm?ac=4051296304, vtr 1000,2000.0,1997,37600,Saverne 67700,honda,vtr1000f,996.0
https://www.leboncoin.fr/motos/1999199061.htm?ac=4051296304, vtr 1000 garantie essentielle 6 mois,3790.0,1997,41700,Savigny-sur-Orge 91600,honda,vtr1000f,996.0
https://www.leboncoin.fr/motos/1998262525.htm?ac=4051296304,vend vtr 1000,1500.0,1997,90000,Lons-le-Saunier 39000,honda,vtr1000f,996.0
https://www.leboncoin.fr/motos/2000297371.htm?ac=4051296304, hornet 600,4000.0,2006,17200,Oysonville 28700,honda,hornet900,919.0
https://www.leboncoin.fr/motos/1993081842.htm?ac=4051296304, cb 500 x,5290.0,2018,22900,Marseille 13009 9e Arrondissement,honda,cb500x,471.0
https://www.leboncoin.fr/motos/1999802241.htm?ac=4051296304, cb 500 x,4990.0,2018,12500,Ensuès-la-Redonne 13820,honda,cb500x,471.0
https://www.leboncoin.fr/motos/2000294655.htm?ac=4051296304, pcx ,1800.0,2019,47000,Bobigny 93000,honda,pcx150,149.0
https://www.leboncoin.fr/motos/2000274948.htm?ac=4051296304, pcx ,2600.0,2019,4300,Paris 75009 9e Arrondissement,honda,pcx150,149.0
https://www.leboncoin.fr/motos/2000292524.htm?ac=4051296304, cb125f novembre 3910 s,2400.0,2018,3910,La Forêt-Fouesnant 29940,honda,cb125f,124.7
https://www.leboncoin.fr/motos/2000044178.htm?ac=4051296304, cb 125 f,2000.0,2018,16200,Istres 13800,honda,cb125f,124.7
https://www.leboncoin.fr/motos/1958974301.htm?ac=4051296304, cb125f ,2640.0,2018,7400,Marseille 13006 6e Arrondissement,honda,cb125f,124.7
https://www.leboncoin.fr/motos/2000292187.htm?ac=4051296304, crf 50,1600.0,2020,5,Marseille 13016,honda,crf50f,49.0
https://www.leboncoin.fr/motos/2000292187.htm?ac=4051296304, crf 50,1600.0,2020,5,Marseille 13016,honda,crf50f,49.0
https://www.leboncoin.fr/motos/2000289011.htm?ac=4051296304, forza 125,3500.0,2018,19900,Lagny-sur-Marne 77400,honda,forza125,124.9
https://www.leboncoin.fr/motos/1988676639.htm?ac=4051296304, forza 125,4100.0,2018,7792,Feigères 74160,honda,forza125,124.9
https://www.leboncoin.fr/motos/1996440498.htm?ac=4051296304, forza 125,3790.0,2018,12485,Boulogne-Billancourt 92100,honda,forza125,124.9
https://www.leboncoin.fr/motos/1998180447.htm?ac=4051296304, forza 125,3000.0,2018,34381,Les Ulis 91940,honda,forza125,124.9
https://www.leboncoin.fr/motos/2000288446.htm?ac=4051296304, transalp 650,2300.0,2003,38000,Pessac 33600,honda,xl650transalp,647.0
https://www.leboncoin.fr/motos/2000219529.htm?ac=4051296304, 650 xlv transalp,3200.0,2003,62000,Labastide-de-Lévis 81150,honda,xl650transalp,647.0
https://www.leboncoin.fr/motos/1998870286.htm?ac=4051296304, transalp 650,2600.0,2003,66831,Cugnaux 31270,honda,xl650transalp,647.0
https://www.leboncoin.fr/motos/1998582099.htm?ac=4051296304, transalp 650,3100.0,2003,37000,Perpignan 66000,honda,xl650transalp,647.0
https://www.leboncoin.fr/motos/1998412461.htm?ac=4051296304, transalp,1400.0,2003,43800,Macouria 97355,honda,xl650transalp,647.0
https://www.leboncoin.fr/motos/2000287481.htm?ac=4051296304, cb500x,7200.0,2021,5500,Tremblay-en-France 93290,honda,cb500x,471.0
https://www.leboncoin.fr/motos/2000286965.htm?ac=4051296304, sh125i,1800.0,2013,14600,Fillinges 74250,honda,sh125i,125.0
https://www.leboncoin.fr/motos/2000284983.htm?ac=4051296304, varadero 125,3100.0,2008,5400,Le Vigan 30120,honda,xl125vvaradero,125.0
https://www.leboncoin.fr/motos/1998553359.htm?ac=4051296304, varadero 125,2890.0,2008,24367,Meyreuil 13590,honda,xl125vvaradero,125.0
https://www.leboncoin.fr/motos/2000283123.htm?ac=4051296304, cb125t,1500.0,1989,20457,Bessay 85320,honda,cb1,399.0
https://www.leboncoin.fr/motos/2000280359.htm?ac=4051296304, 125 cbr stunt,900.0,2006,22000,Ligné 44850,honda,125,125.0
https://www.leboncoin.fr/motos/2000137969.htm?ac=4051296304, varadero 125 de ,2200.0,2006,33000,Montauban 82000,honda,125,125.0
https://www.leboncoin.fr/motos/2000015829.htm?ac=4051296304, 125 cbr r ,2600.0,2006,14000,Mathay 25700,honda,125,125.0
https://www.leboncoin.fr/motos/1999891837.htm?ac=4051296304, xr 125 très ,2390.0,2006,33700,Petite-Ile 97429,honda,125,125.0
https://www.leboncoin.fr/motos/1976965040.htm?ac=4051296304, panthéon 125 4 temps,1000.0,2006,10500,Saint-Georges-sur-Loire 49170,honda,125,125.0
https://www.leboncoin.fr/motos/1999098211.htm?ac=4051296304,varadero xl 125 ,2000.0,2006,37111,Châteaudun 28200,honda,125,125.0
https://www.leboncoin.fr/motos/1998173181.htm?ac=4051296304, 125 cbr r,1300.0,2006,31000,Le Poujol-sur-Orb 34600,honda,125,125.0
https://www.leboncoin.fr/motos/2000280140.htm?ac=4051296304, st1300 abs pan european,5390.0,2007,95000,Mulhouse 68200,honda,st1300paneuropean,1261.0
https://www.leboncoin.fr/motos/1998948822.htm?ac=4051296304, 1300 paneuropean,4500.0,2007,103208,Saint-Amant-Roche-Savine 63890,honda,st1300paneuropean,1261.0
https://www.leboncoin.fr/motos/2000279548.htm?ac=4051296304, cb650r a2 ,7400.0,2019,4600,Nancy 54000,honda,cb650r,649.0
https://www.leboncoin.fr/motos/2000200320.htm?ac=4051296304,cb650r a2 cb 650 r,7290.0,2019,2700,Feytiat 87220,honda,cb650r,649.0
https://www.leboncoin.fr/motos/2000154668.htm?ac=4051296304, cb650r mat 7500 garantie ,7800.0,2019,7500,Paris 75001,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999984886.htm?ac=4051296304, cb650r faible kilométrage,7300.0,2019,1200,Annecy 74000,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999629946.htm?ac=4051296304, cb650r,7500.0,2019,5266,Saint-Gervais-la-Forêt 41350,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999875974.htm?ac=4051296304, cb650r neo sports café,7490.0,2019,6100,Rennes 35000,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999421134.htm?ac=4051296304, cb650r a2,7990.0,2019,6947,Saint-Brice-sous-Forêt 95350,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999373662.htm?ac=4051296304, cb 650 r,7200.0,2019,7800,Pont-l'Abbé 29120,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999289277.htm?ac=4051296304, cb650r,7400.0,2019,4500,La Chapelle-Naude 71500,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1999158819.htm?ac=4051296304, cb650r ,6500.0,2019,13100,Bordeaux 33000,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1997372910.htm?ac=4051296304, cb650r,6900.0,2019,9000,Saint-Germain-Nuelles 69210,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1998928006.htm?ac=4051296304, cb 650 r,6500.0,2019,2800,Fréjus 83600,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1998686448.htm?ac=4051296304, cb650r,8200.0,2019,8600,Bain-de-Bretagne 35470,honda,cb650r,649.0
https://www.leboncoin.fr/motos/1998590091.htm?ac=4051296304, cb650r a2 garantie 3 ans,7900.0,2019,3701,Château-Gontier-sur-Mayenne 53200,honda,cb650r,649.0
https://www.leboncoin.fr/motos/2000279382.htm?ac=4051296304, cb300r,4300.0,2018,6200,Grasse 06130,honda,cbr300r,286.0
https://www.leboncoin.fr/motos/2000271742.htm?ac=4051296304, 600 shadow,3200.0,1998,11500,Lille 59000,honda,vt600cshadow,583.0
https://www.leboncoin.fr/motos/1999616507.htm?ac=4051296304,600 shadow ,1800.0,1998,74421,Grimaud 83310,honda,vt600cshadow,583.0
https://www.leboncoin.fr/motos/2000270205.htm?ac=4051296304, 125 rebel,1690.0,1997,16000,Lille 59000,honda,ca125rebel,124.0
https://www.leboncoin.fr/motos/1999267317.htm?ac=4051296304, rebel 125 ,1200.0,1997,35754,Méounes-lès-Montrieux 83136,honda,ca125rebel,124.0
https://www.leboncoin.fr/motos/1998563458.htm?ac=4051296304,125 rebel,1900.0,1997,25000,Cambo-les-Bains 64250,honda,ca125rebel,124.0
https://www.leboncoin.fr/motos/1998444768.htm?ac=4051296304, rebel 125,1750.0,1997,13700,Montlouis-sur-Loire 37270,honda,ca125rebel,124.0
https://www.leboncoin.fr/motos/1989579231.htm?ac=4051296304, forza 125 à vendre,3550.0,2018,11000,Volstroff 57940,honda,forza,279.0
