uniq_id,reference,brand,model,price,bike_year,bike_type,engine_size,mileage,source,scraped_date,url,age,code_annonce
motomag-8419053,8419053,kawasaki,z,16290,2020,Roadster,998,1400,motomag,2021-07-13 22:49:08.609618,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419053,1,Roadster-69570KAWASAKI-Z16290€2020-1400km29/05/2021
motomag-8418819,8418819,honda,sh 300,4500,2020,Scooter,300,3052,motomag,2021-07-13 22:49:08.881646,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418819,1,Scooter-91310HONDA-SH3004500€2020-3052km28/05/2021
motomag-8420110,8420110,yamaha,fzx fazer,1790,1987,Routière,750,65779,motomag,2021-07-13 22:49:09.191254,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420110,34,Routière-13127YAMAHA-FZXFAZER1790€1987-65779km28/05/2021
motomag-8420111,8420111,kawasaki,zx-6r 636,1590,1998,Sportive,600,70805,motomag,2021-07-13 22:49:09.593181,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420111,23,Sportive-13127KAWASAKI-ZX-6R6361590€1998-70805km28/05/2021
motomag-8419344,8419344,yamaha,mt-07 (47.5cv),7299,2021,Roadster,695,150,motomag,2021-07-13 22:49:09.872733,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419344,0,Roadster-33500YAMAHA-MT-07(47.5CV)7299€2021-150km28/05/2021
motomag-8420112,8420112,moto-guzzi,250 ts,3990,1975,Routière,250,27465,motomag,2021-07-13 22:49:10.153651,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420112,46,Routière-13127MOTO-GUZZI-250TS3990€1975-27465km28/05/2021
motomag-8419345,8419345,yamaha,tmax 560 a,12999,2020,Scooter,560,850,motomag,2021-07-13 22:49:10.435060,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419345,1,Scooter-33500YAMAHA-TMAX560A12999€2020-850km28/05/2021
motomag-8420113,8420113,mbk,skycruiser 125,1690,2009,Scooter,125,5120,motomag,2021-07-13 22:49:10.788784,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420113,12,Scooter-13127MBK-SKYCRUISER1251690€2009-5120km28/05/2021
motomag-8418067,8418067,honda,nss forza 750,10590,2021,Scooter,750,2276,motomag,2021-07-13 22:49:11.060475,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418067,0,Scooter-75014HONDA-NSSFORZA75010590€2021-2276km28/05/2021
motomag-8417816,8417816,aprilia,tuono 125,3690,2018,Roadster,125,600,motomag,2021-07-13 22:49:11.345232,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417816,3,Roadster-50400APRILIA-TUONO1253690€2018-600km28/05/2021
motomag-8417817,8417817,piaggio,liberty 125,1790,2018,Scooter,125,10900,motomag,2021-07-13 22:49:11.664253,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417817,3,Scooter-50400PIAGGIO-LIBERTY1251790€2018-10900km28/05/2021
motomag-8419622,8419622,honda,varadero 1000,4999,2001,Trail,1000,20785,motomag,2021-07-13 22:49:11.931442,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419622,20,Trail-30000HONDA-VARADERO10004999€2001-20785km28/05/2021
motomag-8418860,8418860,honda,nss forza 750,10499,2021,Scooter,750,390,motomag,2021-07-13 22:49:12.258408,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418860,0,Scooter-80136HONDA-NSSFORZA75010499€2021-390km28/05/2021
motomag-8418861,8418861,honda,cbr 1000 rr fireblade,23999,2021,Sportive,1000,309,motomag,2021-07-13 22:49:12.619412,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418861,0,Sportive-80136HONDA-CBR1000RR23999€2021-309km28/05/2021
motomag-8417326,8417326,kymco,ak 550,7499,2020,Scooter,550,900,motomag,2021-07-13 22:49:12.817836,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417326,1,Scooter-73000KYMCO-AK5507499€2020-900km28/05/2021
motomag-8418862,8418862,honda,cbr 650 r,8499,2021,Sportive,650,302,motomag,2021-07-13 22:49:13.073375,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418862,0,Sportive-80136HONDA-CBR650R8499€2021-302km28/05/2021
motomag-8417841,8417841,bmw,f 800 s,4290,2007,Routière,800,41000,motomag,2021-07-13 22:49:13.349819,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417841,14,Routière-44400BMW-F800S4290€2007-41000km28/05/2021
motomag-8419130,8419130,suzuki,dl 1000 v-strom,8790,2017,Trail,1000,11160,motomag,2021-07-13 22:49:13.603499,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419130,4,Trail-77400SUZUKI-DL1000V-STROM8790€2017-11160km28/05/2021
motomag-8419656,8419656,piaggio,mp3 500 hpe sport abs/asr,9690,2021,Scooter,500,450,motomag,2021-07-13 22:49:13.916935,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419656,0,Scooter-95370PIAGGIO-MP3500HPE9690€2021-450km28/05/2021
motomag-8419152,8419152,honda,cb 650 f,5990,2018,Roadster,650,25490,motomag,2021-07-13 22:49:14.181410,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419152,3,Roadster-40280HONDA-CB650F5990€2018-25490km28/05/2021
motomag-8419153,8419153,bmw,f 800 r,7990,2018,Roadster,800,3360,motomag,2021-07-13 22:49:14.454792,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419153,3,Roadster-47200BMW-F800R7990€2018-3360km28/05/2021
motomag-8420210,8420210,yamaha,x-max 300 abs,5490,2019,Scooter,300,5017,motomag,2021-07-13 22:49:14.747456,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420210,2,Scooter-59187YAMAHA-X-MAX300ABS5490€2019-5017km28/05/2021
motomag-8419704,8419704,harley davidson,xlh,8490,2008,Custom,1200,36103,motomag,2021-07-13 22:49:15.029711,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419704,13,Custom-72230HARLEYDAVIDSON-XLH8490€2008-36103km28/05/2021
motomag-8419705,8419705,yamaha,fjr 1300,5900,2003,Routière,1300,91144,motomag,2021-07-13 22:49:15.378636,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419705,18,Routière-72230YAMAHA-FJR13005900€2003-91144km28/05/2021
motomag-8419455,8419455,honda,cb 650 f,5990,2018,Roadster,650,25490,motomag,2021-07-13 22:49:15.701455,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419455,3,Roadster-40280HONDA-CB650F5990€2018-25490km28/05/2021
motomag-8419456,8419456,bmw,f 800 r,7990,2018,Roadster,800,3360,motomag,2021-07-13 22:49:15.956421,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419456,3,Roadster-47200BMW-F800R7990€2018-3360km28/05/2021
motomag-8417931,8417931,piaggio,mp3 500 lt,5490,2015,Scooter,500,25279,motomag,2021-07-13 22:49:16.242467,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417931,6,Scooter-67201PIAGGIO-MP3500LT5490€2015-25279km28/05/2021
motomag-8419483,8419483,honda,cb 650 f,5990,2018,Roadster,650,25490,motomag,2021-07-13 22:49:16.476576,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419483,3,Roadster-40280HONDA-CB650F5990€2018-25490km28/05/2021
motomag-8419484,8419484,bmw,f 800 r,7990,2018,Roadster,800,3360,motomag,2021-07-13 22:49:16.758331,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419484,3,Roadster-47200BMW-F800R7990€2018-3360km28/05/2021
motomag-8418471,8418471,triumph,rocket iii,21000,2019,Custom,2500,9366,motomag,2021-07-13 22:50:55.754385,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418471,2,Custom-75012TRIUMPH-RocketIII21000€2019-9366km28/05/2021
motomag-8416445,8416445,suzuki,burgman 125,1400,2002,Scooter,125,15300,motomag,2021-07-13 22:52:18.420514,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416445,19,Scooter-83330SUZUKI-BURGMAN1251400€2002-15300km03/06/2021
motomag-8418237,8418237,ktm,lc8 sm 990,6990,2008,Super Motard,8,25000,motomag,2021-07-13 22:52:20.136302,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418237,13,SuperMotard-12200KTM-LC8SM9906990€2008-25000km03/06/2021
motomag-8419016,8419016,piaggio,liberty 50,2249,2021,Scooter,50,151,motomag,2021-07-13 22:52:21.798793,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419016,0,Scooter-75018PIAGGIO-LIBERTY502249€2021-151km03/06/2021
motomag-8419293,8419293,kawasaki,z 900,8790,2020,Routière,900,10953,motomag,2021-07-13 22:52:23.758549,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419293,1,Routière-34000KAWASAKI-Z9008790€2020-10953km03/06/2021
motomag-8417251,8417251,sym,gts 125,2590,2018,Scooter,125,7650,motomag,2021-07-13 22:52:25.380608,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417251,3,Scooter-92250SYM-GTS1252590€2018-7650km03/06/2021
motomag-8416485,8416485,triumph,street triple 675 eligible a2,6490,2015,Roadster,675,13891,motomag,2021-07-13 22:52:27.222183,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416485,6,Roadster-06250TRIUMPH-STREETTRIPLE6490€2015-13891km03/06/2021
motomag-8416745,8416745,bmw,r 1200 gs,16800,2017,Trail,1200,11300,motomag,2021-07-13 22:52:28.969934,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416745,4,Trail-74600BMW-R1200GS16800€2017-11300km03/06/2021
motomag-8416746,8416746,honda,africa twin crf1100l adv sport suspensions électro,17290,2021,Trail,1100,3400,motomag,2021-07-13 22:52:30.605509,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416746,0,Trail-74600HONDA-AfricaTwin17290€2021-3400km03/06/2021
motomag-8419055,8419055,kawasaki,ninja,8990,2019,Sportive,400,2000,motomag,2021-07-13 22:52:32.241867,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419055,2,Sportive-69570KAWASAKI-NINJA8990€2019-2000km03/06/2021
motomag-8419056,8419056,kawasaki,j,2990,2016,Scooter,125,5000,motomag,2021-07-13 22:52:33.877587,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419056,5,Scooter-69570KAWASAKI-J2990€2016-5000km03/06/2021
motomag-8419575,8419575,ktm,adventure,11890,2021,Trail,890,1893,motomag,2021-07-13 22:52:35.518944,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419575,0,Trail-06130KTM-ADVENTURE11890€2021-1893km03/06/2021
motomag-8420347,8420347,gas gas,tx 250,5990,2021,Trial,250,7,motomag,2021-07-13 22:52:37.128189,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420347,0,Trial-67201GASGAS-TX2505990€2021-7km03/06/2021
motomag-8419845,8419845,honda,cb 300 r,4890,2019,Roadster,300,19976,motomag,2021-07-13 22:52:38.831097,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419845,2,Roadster-07100HONDA-CB300R4890€2019-19976km02/06/2021
motomag-8419590,8419590,suzuki,gsx-r 1000 r,16990,2020,Sportive,1000,2600,motomag,2021-07-13 22:52:40.501411,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419590,1,Sportive-13015SUZUKI-GSX-R1000R16990€2020-2600km02/06/2021
motomag-8419591,8419591,bmw,f 700 gs 47.5cv,7490,2016,Trail,700,20500,motomag,2021-07-13 22:52:42.177287,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419591,5,Trail-13015BMW-F700GS47.5CV7490€2016-20500km02/06/2021
motomag-8420115,8420115,yamaha,r1-z,3990,1990,Roadster,250,13822,motomag,2021-07-13 22:52:44.018130,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420115,31,Roadster-13127YAMAHA-R1-Z3990€1990-13822km02/06/2021
motomag-8420116,8420116,suzuki,rg gamma 400,8990,1985,Sportive,400,31787,motomag,2021-07-13 22:52:45.455200,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420116,36,Sportive-13127SUZUKI-RGGAMMA4008990€1985-31787km02/06/2021
motomag-8419102,8419102,yamaha,fjr 1300 abs,8190,2011,Routière,1300,52000,motomag,2021-07-13 22:52:46.997506,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419102,10,Routière-63170YAMAHA-FJR1300ABS8190€2011-52000km02/06/2021
motomag-8419103,8419103,fb mondial,hps 300 hipster,4499,2019,Roadster,300,4077,motomag,2021-07-13 22:52:48.536583,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419103,2,Roadster-63170FBMONDIAL-HPS300HIPSTER4499€2019-4077km02/06/2021
motomag-8417060,8417060,honda,vfr 800 x,5899,2011,Trail,800,19310,motomag,2021-07-13 22:52:49.972804,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417060,10,Trail-65000HONDA-VFR800X5899€2011-19310km02/06/2021
motomag-8419625,8419625,yamaha,mt-01,7499,2008,Roadster,1700,33050,motomag,2021-07-13 22:52:51.552788,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419625,13,Roadster-30000YAMAHA-MT-017499€2008-33050km02/06/2021
motomag-8418094,8418094,piaggio,mp3 300lt yourban,3500,2015,Scooter,300,20565,motomag,2021-07-13 22:52:53.129009,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418094,6,Scooter-37000PIAGGIO-MP3300LTYOURB3500€2015-20565km02/06/2021
motomag-8418350,8418350,ktm,65 sx,3790,2019,Cross,65,43,motomag,2021-07-13 22:52:54.756445,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418350,2,Cross-54000KTM-65SX3790€2019-43km02/06/2021
motomag-8418095,8418095,piaggio,mp3 400,4200,2010,Scooter,400,38418,motomag,2021-07-13 22:52:56.471896,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418095,11,Scooter-37000PIAGGIO-MP34004200€2010-38418km02/06/2021
motomag-8418863,8418863,yamaha,fzs fazer,3290,2003,Roadster,600,53000,motomag,2021-07-13 22:52:58.148955,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418863,18,Roadster-80136YAMAHA-FZSFAZER3290€2003-53000km02/06/2021
motomag-8418864,8418864,yamaha,scr 950,8900,2017,Custom,950,1200,motomag,2021-07-13 22:52:59.994064,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418864,4,Custom-80136YAMAHA-SCR9508900€2017-1200km02/06/2021
motomag-8418610,8418610,suzuki,sv 650 s,1500,1999,Sportive,650,44651,motomag,2021-07-13 22:53:01.526160,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418610,22,Sportive-53100SUZUKI-SV650S1500€1999-44651km02/06/2021
motomag-8417091,8417091,ducati,hypermotard,12890,2019,Super Motard,950,12700,motomag,2021-07-13 22:53:03.167502,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417091,2,SuperMotard-82000DUCATI-HYPERMOTARD12890€2019-12700km02/06/2021
motomag-8418653,8418653,kawasaki,z650,6499,2021,Roadster,650,1063,motomag,2021-07-13 22:53:04.698711,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418653,0,Roadster-94190KAWASAKI-Z650-Z6506499€2021-1063km02/06/2021
motomag-8420193,8420193,harley davidson,fat boy s,14990,2006,Custom,1584,17800,motomag,2021-07-13 22:53:06.233280,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420193,15,Custom-10000HARLEYDAVIDSON-FATBOYS14990€2006-17800km02/06/2021
motomag-8418853,8418853,mbk,flame 125x,1790,2009,Scooter,125,7300,motomag,2021-07-13 22:53:43.834318,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418853,12,Scooter-80136MBK-FLAME125X1790€2009-7300km14/04/2021
motomag-8419368,8419368,suzuki,gsx1300ruf,5990,2010,Routière,1340,103500,motomag,2021-07-13 22:53:45.648806,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419368,11,Routière-44700SUZUKI-GSX1300RUF5990€2010-103500km14/04/2021
motomag-8418604,8418604,aprilia,rsv4 1100 factory,19490,2020,Sportive,1100,1212,motomag,2021-07-13 22:53:47.201554,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418604,1,Sportive-53100APRILIA-RSV41100FACTO19490€2020-1212km14/04/2021
motomag-8417857,8417857,yamaha,xv 950 bolt r,7950,2014,Custom,950,4600,motomag,2021-07-13 22:53:48.838223,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417857,7,Custom-78700YAMAHA-XV950BOLT7950€2014-4600km14/04/2021
motomag-8416441,8416441,piaggio,mp3 500 lt,5290,2014,Scooter,500,10926,motomag,2021-07-13 22:53:50.478751,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416441,7,Scooter-78240PIAGGIO-MP3500LT5290€2014-10926km14/04/2021
motomag-8419262,8419262,aprilia,rsv4 1000 rr,14900,2019,Sportive,1000,11486,motomag,2021-07-13 22:53:52.017867,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419262,2,Sportive-69400APRILIA-RSV41000RR14900€2019-11486km14/04/2021
motomag-8420049,8420049,honda,cb 450,4990,1970,Collection,450,54011,motomag,2021-07-13 22:53:53.654272,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420049,51,Collection-13127HONDA-CB4504990€1970-54011km14/04/2021
motomag-8419807,8419807,ktm,duke 125,4290,2019,Roadster,125,14700,motomag,2021-07-13 22:53:55.291204,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419807,2,Roadster-11000KTM-DUKE1254290€2019-14700km14/04/2021
motomag-8418301,8418301,bmw,s 1000 rr,22490,2021,Sportive,1000,893,motomag,2021-07-13 22:53:56.929469,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418301,0,Sportive-14112BMW-S1000RR22490€2021-893km14/04/2021
motomag-8417282,8417282,ducati,scrambler,10900,2018,Roadster,1100,4100,motomag,2021-07-13 22:53:58.461576,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417282,3,Roadster-87280DUCATI-SCRAMBLER10900€2018-4100km13/04/2021
motomag-8419334,8419334,suzuki,gsx-r 1340 hayabusa,5400,2008,Sportive,1340,138000,motomag,2021-07-13 22:53:59.997303,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419334,13,Sportive-33500SUZUKI-GSX-R1340HAYA5400€2008-138000km13/04/2021
motomag-8418891,8418891,suzuki,sv 650,6499,2021,Roadster,650,487,motomag,2021-07-13 22:54:01.746760,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418891,0,Roadster-39100SUZUKI-SV6506499€2021-487km13/04/2021
motomag-8418158,8418158,niu,50 n1s civic el,1650,2018,Scooter,50,1200,motomag,2021-07-13 22:54:03.587774,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418158,3,Scooter-38400NIU-50N1SCIVIC1650€2018-1200km13/04/2021
motomag-8416897,8416897,husqvarna,svartpilen,7699,2019,Roadster,701,150,motomag,2021-07-13 22:54:05.235753,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416897,2,Roadster-15000HUSQVARNA-SVARTPILEN7699€2019-150km13/04/2021
motomag-8418446,8418446,yamaha,tmax 530 dx,10399,2019,Scooter,530,7350,motomag,2021-07-13 22:54:06.761034,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418446,2,Scooter-95700YAMAHA-TMAX530DX10399€2019-7350km13/04/2021
motomag-8417428,8417428,indian,ftr a2,10990,2019,Roadster,1200,800,motomag,2021-07-13 22:54:08.708594,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417428,2,Roadster-27300INDIAN-FTRA210990€2019-800km13/04/2021
motomag-8417429,8417429,indian,challenger darkhorse,26290,2020,Custom,1768,500,motomag,2021-07-13 22:54:10.337098,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417429,1,Custom-27300INDIAN-ChallengerDark26290€2020-500km13/04/2021
motomag-8417458,8417458,kawasaki,zr-7 s,2900,2003,Roadster,750,37450,motomag,2021-07-13 22:54:11.795494,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417458,18,Roadster-85000KAWASAKI-ZR-7S2900€2003-37450km13/04/2021
motomag-8420046,8420046,honda,nsr 250 mc16,3290,1986,Sportive,250,17501,motomag,2021-07-13 22:54:13.312783,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420046,35,Sportive-13127HONDA-NSR250MC163290€1986-17501km13/04/2021
motomag-8420047,8420047,honda,cl 175,2695,1970,Collection,175,15712,motomag,2021-07-13 22:54:14.955077,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420047,51,Collection-13127HONDA-CL1752695€1970-15712km13/04/2021
motomag-8420048,8420048,honda,crm 50,1290,1991,Scooter,50,7999,motomag,2021-07-13 22:54:16.385996,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420048,30,Scooter-13127HONDA-CRM501290€1991-7999km13/04/2021
motomag-8419806,8419806,kawasaki,versys 300 x,4490,2018,Trail,300,9600,motomag,2021-07-13 22:54:17.920445,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419806,3,Trail-11000KAWASAKI-VERSYS300X4490€2018-9600km13/04/2021
motomag-8416616,8416616,honda,cbf 600 s,2499,2005,Routière,600,60265,motomag,2021-07-13 22:54:19.503454,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416616,16,Routière-49300HONDA-CBF600S2499€2005-60265km12/04/2021
motomag-8416617,8416617,hyosung,gv aquila 125,3999,2020,Custom,125,1482,motomag,2021-07-13 22:54:20.977359,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416617,1,Custom-49300HYOSUNG-GVAQUILA1253999€2020-1482km12/04/2021
motomag-8416618,8416618,honda,nc 700 x,4499,2013,Roadster,700,9339,motomag,2021-07-13 22:54:22.917105,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416618,8,Roadster-49300HONDA-NC700X4499€2013-9339km12/04/2021
motomag-8420175,8420175,aprilia,rs 125 harada replica,4999,1999,Collection,125,21800,motomag,2021-07-13 22:54:24.476362,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420175,22,Collection-83300APRILIA-RS125Harada4999€1999-21800km11/04/2021
motomag-8420176,8420176,yamaha,rdlc 80,4999,1987,Collection,80,2700,motomag,2021-07-13 22:54:25.912727,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420176,34,Collection-83300YAMAHA-RDLC804999€1987-2700km11/04/2021
motomag-8420177,8420177,yamaha,fs1 50 excellent etat 10300kms !,5499,1978,Collection,50,10300,motomag,2021-07-13 22:54:27.444753,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420177,43,Collection-83300YAMAHA-FS150EXCELLEN5499€1978-10300km11/04/2021
motomag-8416536,8416536,honda,africa twin crf1000l std,11790,2018,Trail,1000,2235,motomag,2021-07-13 22:54:29.078627,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416536,3,Trail-62221HONDA-AFRICATWIN11790€2018-2235km10/04/2021
motomag-8419406,8419406,kymco,xciting 400i,3900,2018,Scooter,400,10900,motomag,2021-07-13 22:54:30.613814,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419406,3,Scooter-41000KYMCO-XCITING400I3900€2018-10900km10/04/2021
motomag-8417177,8417177,ducati,diavel carbon,15990,2017,Roadster,1260,23000,motomag,2021-07-13 22:54:32.251101,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417177,4,Roadster-31000DUCATI-DIAVELCARBON15990€2017-23000km02/07/2021
motomag-8419226,8419226,yamaha,nmax 125,2899,2020,Scooter,125,8070,motomag,2021-07-13 22:54:33.667100,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419226,1,Scooter-17200YAMAHA-NMAX1252899€2020-8070km02/07/2021
motomag-8419494,8419494,husqvarna,enduro,7990,2020,Enduro,300,2460,motomag,2021-07-13 22:54:35.226340,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419494,1,Enduro-33210HUSQVARNA-ENDURO7990€2020-2460km02/07/2021
motomag-8419495,8419495,yamaha,fz6 600 fazer 98cv,3290,2007,Routière,600,38217,motomag,2021-07-13 22:54:37.039330,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419495,14,Routière-33210YAMAHA-FZ6600FAZER3290€2007-38217km02/07/2021
motomag-8417964,8417964,yamaha,tmax 530 sx,8999,2017,Scooter,530,16000,motomag,2021-07-13 22:54:38.828787,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417964,4,Scooter-06000YAMAHA-TMAX530SX8999€2017-16000km02/07/2021
motomag-8417965,8417965,yamaha,x-max 300 abs,4800,2019,Scooter,300,15000,motomag,2021-07-13 22:54:40.419728,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417965,2,Scooter-06000YAMAHA-X-MAX300ABS4800€2019-15000km02/07/2021
motomag-8418989,8418989,suzuki,uh 125 burgman,1750,2010,Scooter,125,47131,motomag,2021-07-13 22:54:41.984764,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418989,11,Scooter-69760SUZUKI-UH125BURGMAN1750€2010-47131km02/07/2021
motomag-8417966,8417966,yamaha,x-max 125,2800,2014,Scooter,125,35328,motomag,2021-07-13 22:54:43.521935,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417966,7,Scooter-06000YAMAHA-X-MAX1252800€2014-35328km02/07/2021
motomag-8418990,8418990,indian,scout,13500,2019,Custom,1200,2450,motomag,2021-07-13 22:54:45.437200,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418990,2,Custom-69760INDIAN-SCOUT13500€2019-2450km02/07/2021
motomag-8417967,8417967,yamaha,tmax 500 abs,4500,2011,Scooter,500,53218,motomag,2021-07-13 22:54:47.108499,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8417967,10,Scooter-06000YAMAHA-TMAX500ABS4500€2011-53218km02/07/2021
motomag-8420275,8420275,piaggio,mp3 400 lt,4590,2009,Scooter,400,17053,motomag,2021-07-13 22:54:48.847695,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420275,12,Scooter-76700PIAGGIO-MP3400LT4590€2009-17053km02/07/2021
motomag-8420276,8420276,piaggio,mp3 500lt sport,9190,2020,Scooter,500,2359,motomag,2021-07-13 22:54:50.824848,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8420276,1,Scooter-76700PIAGGIO-MP3500LTSPORT9190€2020-2359km02/07/2021
motomag-8418746,8418746,lambretta,scooter,2590,2018,Scooter,125,7089,motomag,2021-07-13 22:54:52.410271,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418746,3,Scooter-75012LAMBRETTA-SCOOTER2590€2018-7089km02/07/2021
motomag-8416443,8416443,kawasaki,z 900,6490,2017,Routière,900,24400,motomag,2021-07-13 22:54:54.067199,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416443,4,Routière-78240KAWASAKI-Z9006490€2017-24400km02/07/2021
motomag-8418747,8418747,kawasaki,z 650 (47.5cv),5790,2019,Roadster,650,11211,motomag,2021-07-13 22:54:55.645539,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8418747,2,Roadster-75012KAWASAKI-Z650(47.5CV)5790€2019-11211km02/07/2021
motomag-8416444,8416444,kawasaki,z 1000 sx,7990,2014,Routière,1000,10101,motomag,2021-07-13 22:54:57.130923,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416444,7,Routière-78240KAWASAKI-Z1000SX7990€2014-10101km02/07/2021
motomag-8419516,8419516,honda,pcx 125,1690,2010,Scooter,125,7500,motomag,2021-07-13 22:54:58.680917,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8419516,11,Scooter-76250HONDA-PCX1251690€2010-7500km02/07/2021
motomag-8416454,8416454,mv agusta,rivale 800 eas,6490,2014,Roadster,800,34570,motomag,2021-07-13 22:55:00.419728,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8416454,7,Roadster-06250MVAGUSTA-RIVALE800EAS6490€2014-34570km02/07/2021
