uniq_id,reference,brand,model,price,bike_year,bike_type,engine_size,mileage,source,scraped_date,url,age,code_annonce
motomag-8480748,8480748,ducati,scrambl. desert,9500,2019,Trail,800,3600,motomag,2021-09-01 07:55:47.010057,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8480748,2,Trail-89100DUCATI-SCRAMBL.DESERT9500€2019-3600km31/08/2021
motomag-8482804,8482804,piaggio,mymoover,6890,2021,Véhicules utilitaires,125,151,motomag,2021-09-01 07:55:48.859968,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482804,0,Véhiculesutilitaires-75018PIAGGIO-MYMOOVER6890€2021-151km31/08/2021
motomag-8482046,8482046,benelli,trk 502,3900,2018,Trail,500,8350,motomag,2021-09-01 07:55:50.761918,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482046,3,Trail-02000BENELLI-TRK5023900€2018-8350km31/08/2021
motomag-8483838,8483838,kawasaki,kdx 200,2290,1991,Trail,200,9154,motomag,2021-09-01 07:55:52.677508,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483838,30,Trail-13127KAWASAKI-KDX2002290€1991-9154km31/08/2021
motomag-8484350,8484350,kawasaki,ninja 1000 sx,14490,2020,Routière,1000,2393,motomag,2021-09-01 07:55:54.820525,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484350,1,Routière-47200KAWASAKI-NINJA1000SX14490€2020-2393km31/08/2021
motomag-8483839,8483839,honda,swt 400,2490,2009,Scooter,400,25734,motomag,2021-09-01 07:55:56.853115,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483839,12,Scooter-13127HONDA-SWT4002490€2009-25734km31/08/2021
motomag-8484351,8484351,sherco,se 250 factory,7990,2021,Enduro,250,1330,motomag,2021-09-01 07:55:59.057902,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484351,0,Enduro-40280SHERCO-SE250FACTORY7990€2021-1330km31/08/2021
motomag-8482009,8482009,honda,nss forza 300,5470,2020,Scooter,300,4031,motomag,2021-09-01 07:56:02.585228,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482009,1,Scooter-26000HONDA-NSSFORZA3005470€2020-4031km06/08/2021
motomag-8480845,8480845,kawasaki,z 650,6790,2021,Roadster,702,2279,motomag,2021-09-01 07:56:05.445094,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8480845,0,Roadster-30100KAWASAKI-Z6506790€2021-2279km31/08/2021
motomag-8481101,8481101,kawasaki,z 900,7890,2018,Routière,900,11590,motomag,2021-09-01 07:56:07.629047,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481101,3,Routière-82000KAWASAKI-Z9007890€2018-11590km31/08/2021
motomag-8482381,8482381,yamaha,mt-07 (47.5cv),6090,2018,Roadster,695,12731,motomag,2021-09-01 07:56:09.509887,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482381,3,Roadster-69570YAMAHA-MT-07(47.5CV)6090€2018-12731km31/08/2021
motomag-8481102,8481102,yamaha,tdm,2190,1999,Trail,850,45000,motomag,2021-09-01 07:56:11.491212,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481102,22,Trail-82000YAMAHA-TDM2190€1999-45000km31/08/2021
motomag-8481375,8481375,honda,crf 1100 dct adventure,15799,2021,Trail,1100,583,motomag,2021-09-01 07:56:13.307650,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481375,0,Trail-75011HONDA-CRF1100DCT15799€2021-583km31/08/2021
motomag-8481896,8481896,kawasaki,z 900,6790,2019,Routière,900,12000,motomag,2021-09-01 07:56:15.240398,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481896,2,Routière-20137KAWASAKI-Z9006790€2019-12000km31/08/2021
motomag-8483432,8483432,yamaha,mt-07,7499,2021,Roadster,689,950,motomag,2021-09-01 07:56:17.162061,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483432,0,Roadster-38100YAMAHA-MT-077499€2021-950km31/08/2021
motomag-8484460,8484460,bmw,r 1200 gs adventure,17290,2017,Trail,1200,20185,motomag,2021-09-01 07:56:19.292244,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484460,4,Trail-84000BMW-R1200GSADVEN17290€2017-20185km31/08/2021
motomag-8482669,8482669,yamaha,tracer 7,8390,2021,Routière,689,3400,motomag,2021-09-01 07:56:21.188281,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482669,0,Routière-74600YAMAHA-TRACER78390€2021-3400km31/08/2021
motomag-8484461,8484461,bmw,s 1000 rr,18990,2021,Sportive,1000,3807,motomag,2021-09-01 07:56:23.301049,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484461,0,Sportive-84000BMW-S1000RR18990€2021-3807km31/08/2021
motomag-8484462,8484462,ktm,390 adventure,5790,2020,Trail,390,1468,motomag,2021-09-01 07:56:25.333653,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484462,1,Trail-84000KTM-390ADVENTURE5790€2020-1468km31/08/2021
motomag-8484463,8484463,suzuki,burgman 650,3490,2011,Scooter,650,42627,motomag,2021-09-01 07:56:27.540249,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484463,10,Scooter-84000SUZUKI-BURGMAN6503490€2011-42627km31/08/2021
motomag-8482930,8482930,sherco,se 250 factory,7990,2021,Enduro,250,1330,motomag,2021-09-01 07:56:29.568844,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482930,0,Enduro-40280SHERCO-SE250FACTORY7990€2021-1330km31/08/2021
motomag-8481399,8481399,piaggio,liberty 50,1449,2016,Scooter,50,7700,motomag,2021-09-01 07:56:31.497202,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481399,5,Scooter-75013PIAGGIO-LIBERTY501449€2016-7700km31/08/2021
motomag-8484477,8484477,peugeot,kisbee,1400,2020,Scooter,50,8900,motomag,2021-09-01 07:56:33.684981,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484477,1,Scooter-78240PEUGEOT-KISBEE1400€2020-8900km31/08/2021
motomag-8482180,8482180,yamaha,xtz 1200 super tenere,6500,2012,Trail,1200,74000,motomag,2021-09-01 07:56:35.437262,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482180,9,Trail-74100YAMAHA-XTZ1200SUPER6500€2012-74000km31/08/2021
motomag-8482705,8482705,honda,msx 125,2999,2019,Roadster,125,6000,motomag,2021-09-01 07:56:37.322230,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482705,2,Roadster-39100HONDA-MSX1252999€2019-6000km31/08/2021
motomag-8482706,8482706,yamaha,tricity 300,8199,2021,Scooter,300,2500,motomag,2021-09-01 07:56:39.123661,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482706,0,Scooter-39100YAMAHA-TRICITY3008199€2021-2500km31/08/2021
motomag-8481427,8481427,ktm,85 sx,2900,2015,Cross,85,30,motomag,2021-09-01 07:56:41.046326,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481427,6,Cross-78200KTM-85SX2900€2015-30km31/08/2021
motomag-8482195,8482195,yamaha,fazer 800,3600,2010,Routière,800,54800,motomag,2021-09-01 07:56:43.116273,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482195,11,Routière-62280YAMAHA-FAZER8003600€2010-54800km31/08/2021
motomag-8483987,8483987,kawasaki,zx-6r 636,11490,2019,Sportive,600,7948,motomag,2021-09-01 07:56:45.385856,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483987,2,Sportive-76700KAWASAKI-ZX-6R63611490€2019-7948km31/08/2021
motomag-8483221,8483221,sherco,se 250 factory,7990,2021,Enduro,250,1330,motomag,2021-09-01 07:56:47.324709,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483221,0,Enduro-40280SHERCO-SE250FACTORY7990€2021-1330km31/08/2021
motomag-8480919,8480919,ktm,890 duke r,9390,2021,Roadster,890,1000,motomag,2021-09-01 07:56:49.198511,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8480919,0,Roadster-01000KTM-890DUKER9390€2021-1000km31/08/2021
motomag-8481178,8481178,kawasaki,z650,4490,2017,Roadster,650,31000,motomag,2021-09-01 07:56:51.371084,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481178,4,Roadster-31000KAWASAKI-Z650-Z6504490€2017-31000km31/08/2021
motomag-8482717,8482717,tgb,blade 1000,9490,2019,Quad loisirs,1000,2515,motomag,2021-09-01 07:56:53.236790,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482717,2,Quadloisirs-60200TGB-BLADE10009490€2019-2515km31/08/2021
motomag-8482464,8482464,yamaha,xsr 900,8590,2018,Roadster,850,9400,motomag,2021-09-01 07:56:55.089954,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482464,3,Roadster-35000YAMAHA-XSR9008590€2018-9400km31/08/2021
motomag-8482465,8482465,yamaha,tracer 900 gt,10290,2018,Routière,850,23000,motomag,2021-09-01 07:56:57.136041,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482465,3,Routière-35000YAMAHA-TRACER900GT10290€2018-23000km31/08/2021
motomag-8482466,8482466,yamaha,tracer 900 gt,8490,2018,Routière,850,49800,motomag,2021-09-01 07:56:59.033139,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482466,3,Routière-35000YAMAHA-TRACER900GT8490€2018-49800km31/08/2021
motomag-8481699,8481699,honda,nt deauville 650,700,2002,Routière,650,51171,motomag,2021-09-01 07:57:01.539388,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481699,19,Routière-45290HONDA-NTDEAUVILLE700€2002-51171km31/08/2021
motomag-8481700,8481700,bmw,r ninet scrambler,7500,2017,Roadster,1200,23317,motomag,2021-09-01 07:57:03.754605,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481700,4,Roadster-45290BMW-RNineTScrambl7500€2017-23317km31/08/2021
motomag-8483019,8483019,ducati,1260 s multi,13990,2018,Trail,1260,34700,motomag,2021-09-01 07:57:12.658221,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483019,3,Trail-92320DUCATI-1260SMULTI13990€2018-34700km16/07/2021
motomag-8481663,8481663,honda,750 xadv,7200,2017,Scooter,745,18235,motomag,2021-09-01 07:57:15.596679,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481663,4,Scooter-45290HONDA-750XADV7200€2017-18235km09/08/2021
motomag-8481892,8481892,swm,sm 650 r,4400,2017,Super Motard,650,4650,motomag,2021-09-01 07:57:18.584402,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481892,4,SuperMotard-20137SWM-SM650R4400€2017-4650km17/04/2021
motomag-8483795,8483795,yamaha,fz8 800,4890,2013,Roadster,800,42422,motomag,2021-09-01 07:57:26.985897,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483795,8,Roadster-13127YAMAHA-FZ88004890€2013-42422km16/08/2021
motomag-8483796,8483796,bmw,c 600 sport,4990,2014,Scooter,600,41174,motomag,2021-09-01 07:57:29.173270,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483796,7,Scooter-13127BMW-C600SPORT4990€2014-41174km16/08/2021
motomag-8484464,8484464,honda,goldwing,6490,1998,Routière,1500,71000,motomag,2021-09-01 07:57:35.649278,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484464,23,Routière-78240HONDA-GOLDWING6490€1998-71000km19/09/2020
motomag-8484037,8484037,yamaha,tdr 125,1990,1999,Trail,125,22366,motomag,2021-09-01 07:57:38.364588,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8484037,22,Trail-75015YAMAHA-TDR1251990€1999-22366km11/08/2021
motomag-8482692,8482692,suzuki,dl 650 v-strom,9799,2021,Trail,650,845,motomag,2021-09-01 07:57:41.273536,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482692,0,Trail-39100SUZUKI-DL650V-STROM9799€2021-845km24/07/2021
motomag-8481701,8481701,brixton motorcycles,250 cromwel,1500,2019,Roadster,250,1941,motomag,2021-09-01 07:57:44.082908,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481701,2,Roadster-45290BrixtonMotorcycles-250CROMWEL1500€2019-1941km31/08/2021
motomag-8481702,8481702,bmw,r 1100 s,3400,2000,Routière,1100,65366,motomag,2021-09-01 07:57:46.091375,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481702,21,Routière-45290BMW-R1100S3400€2000-65366km31/08/2021
motomag-8481703,8481703,bmw,r1200r,4200,2005,Routière,1200,64417,motomag,2021-09-01 07:57:48.088435,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481703,16,Routière-45290BMW-R1200R4200€2005-64417km31/08/2021
motomag-8481704,8481704,bmw,r 1200 rt,5800,2006,Routière,1200,33619,motomag,2021-09-01 07:57:49.897523,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481704,15,Routière-45290BMW-R1200RT5800€2006-33619km31/08/2021
motomag-8481705,8481705,bmw,k 1600 gt,10500,2013,Routière,1600,45330,motomag,2021-09-01 07:57:51.815168,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481705,8,Routière-45290BMW-K1600GT10500€2013-45330km31/08/2021
motomag-8481706,8481706,bmw,r 1150 rt,1700,1997,Routière,1150,150570,motomag,2021-09-01 07:57:54.218192,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481706,24,Routière-45290BMW-R1150RT1700€1997-150570km31/08/2021
motomag-8481962,8481962,yamaha,d'elight,2300,2019,Scooter,125,8700,motomag,2021-09-01 07:57:56.145739,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481962,2,Scooter-06000YAMAHA-D'ELIGHT2300€2019-8700km31/08/2021
motomag-8480939,8480939,triumph,bonneville 1200 bobber,15900,2020,Custom,1200,1100,motomag,2021-09-01 07:57:58.175525,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8480939,1,Custom-26000TRIUMPH-BONNEVILLE120015900€2020-1100km31/08/2021
motomag-8481707,8481707,suzuki,inazuma 750,1800,2000,Roadster,750,62156,motomag,2021-09-01 07:58:00.466989,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481707,21,Roadster-45290SUZUKI-INAZUMA7501800€2000-62156km31/08/2021
motomag-8481963,8481963,yamaha,tmax 560,12500,2020,Scooter,560,1475,motomag,2021-09-01 07:58:02.403589,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481963,1,Scooter-06000YAMAHA-TMAX56012500€2020-1475km31/08/2021
motomag-8481708,8481708,yamaha,fz1,5300,2009,Roadster,1000,4736,motomag,2021-09-01 07:58:04.262977,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481708,12,Roadster-45290YAMAHA-FZ15300€2009-4736km31/08/2021
motomag-8481709,8481709,honda,cbf 1000 f,3200,2008,Routière,1000,53078,motomag,2021-09-01 07:58:06.141526,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481709,13,Routière-45290HONDA-CBF1000F3200€2008-53078km31/08/2021
motomag-8481710,8481710,honda,cb 650 f,5800,2018,Roadster,650,9721,motomag,2021-09-01 07:58:08.213093,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481710,3,Roadster-45290HONDA-CB650F5800€2018-9721km31/08/2021
motomag-8481711,8481711,suzuki,gsf 1200 n bandit,1500,1999,Roadster,1200,74509,motomag,2021-09-01 07:58:10.445957,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481711,22,Roadster-45290SUZUKI-GSF1200NBAND1500€1999-74509km31/08/2021
motomag-8481712,8481712,kymco,xciting 400i,2900,2015,Scooter,400,25068,motomag,2021-09-01 07:58:12.685952,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481712,6,Scooter-45290KYMCO-XCITING400I2900€2015-25068km31/08/2021
motomag-8481713,8481713,gilera,gp 800,3500,2010,Scooter,800,59592,motomag,2021-09-01 07:58:14.854147,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481713,11,Scooter-45290GILERA-GP8003500€2010-59592km31/08/2021
motomag-8483249,8483249,piaggio,mp3 300 lt abs,5199,2019,Scooter,300,20476,motomag,2021-09-01 07:58:16.690534,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483249,2,Scooter-75016PIAGGIO-MP3300LTABS5199€2019-20476km31/08/2021
motomag-8481714,8481714,peugeot,metropolis 400,4500,2018,Scooter,400,16226,motomag,2021-09-01 07:58:18.641379,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481714,3,Scooter-45290PEUGEOT-METROPOLIS4004500€2018-16226km31/08/2021
motomag-8482226,8482226,ktm,280 excf,5300,2012,Enduro,280,210,motomag,2021-09-01 07:58:20.550805,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482226,9,Enduro-69400KTM-280EXCF5300€2012-210km31/08/2021
motomag-8481715,8481715,piaggio,mp3 300lt yourban,1800,2013,Scooter,300,30805,motomag,2021-09-01 07:58:22.702356,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481715,8,Scooter-45290PIAGGIO-MP3300LTYOURB1800€2013-30805km31/08/2021
motomag-8481716,8481716,peugeot,metropolis 400,1700,2016,Scooter,400,20000,motomag,2021-09-01 07:58:24.639037,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481716,5,Scooter-45290PEUGEOT-METROPOLIS4001700€2016-20000km31/08/2021
motomag-8481717,8481717,yamaha,x-max 400 iron,2200,2013,Scooter,400,28658,motomag,2021-09-01 07:58:26.883095,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481717,8,Scooter-45290YAMAHA-X-MAX400IRON2200€2013-28658km31/08/2021
motomag-8482488,8482488,kawasaki,w800,9099,2021,Custom,800,1069,motomag,2021-09-01 07:58:28.832314,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482488,0,Custom-94190KAWASAKI-W800-W8009099€2021-1069km31/08/2021
motomag-8481466,8481466,kawasaki,gtr 1400,8490,2015,Routière,1400,53150,motomag,2021-09-01 07:58:30.725861,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481466,6,Routière-85000KAWASAKI-GTR14008490€2015-53150km31/08/2021
motomag-8483260,8483260,piaggio,mp3 300lt yourban,4190,2018,Scooter,300,10665,motomag,2021-09-01 07:58:32.561214,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483260,3,Scooter-75015PIAGGIO-MP3300LTYOURB4190€2018-10665km31/08/2021
motomag-8483261,8483261,piaggio,mp3 500 hpe sport abs/asr,7890,2021,Scooter,500,1790,motomag,2021-09-01 07:58:34.341595,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483261,0,Scooter-75015PIAGGIO-MP3500HPE7890€2021-1790km31/08/2021
motomag-8481215,8481215,honda,rebel,10499,2021,Custom,1100,1050,motomag,2021-09-01 07:58:36.206081,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481215,0,Custom-62100HONDA-REBEL10499€2021-1050km31/08/2021
motomag-8480704,8480704,triumph,trophy se,7490,2013,Routière,1200,46800,motomag,2021-09-01 07:58:38.119610,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8480704,8,Routière-08000TRIUMPH-TrophySE7490€2013-46800km31/08/2021
motomag-8481216,8481216,ducati,hypermotard sp,11990,2016,Super Motard,939,9310,motomag,2021-09-01 07:58:40.084773,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481216,5,SuperMotard-62100DUCATI-HYPERMOTARD11990€2016-9310km31/08/2021
motomag-8482755,8482755,yamaha,fz6 600 fazer s2,3290,2008,Routière,600,40700,motomag,2021-09-01 07:58:41.909462,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482755,13,Routière-75010YAMAHA-FZ6600FAZER3290€2008-40700km31/08/2021
motomag-8482515,8482515,indian,scout,15950,2019,Custom,1131,1313,motomag,2021-09-01 07:58:44.314681,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482515,2,Custom-57140INDIAN-SCOUT15950€2019-1313km08/04/2021
motomag-8482712,8482712,yamaha,tmax 560 tech max,13000,2020,Scooter,560,1080,motomag,2021-09-01 07:58:55.155628,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482712,1,Scooter-02000YAMAHA-TMAX560TECH13000€2020-1080km30/07/2021
motomag-8482541,8482541,honda,st pan-european,7992,2014,Routière,1300,14568,motomag,2021-09-01 07:59:02.094405,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482541,7,Routière-77000HONDA-STPAN-EUROPEAN7992€2014-14568km31/07/2021
motomag-8483840,8483840,bmw,f 800 gs,4590,2009,Trail,800,51300,motomag,2021-09-01 07:59:06.438373,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483840,12,Trail-13127BMW-F800GS4590€2009-51300km31/08/2021
motomag-8483841,8483841,piaggio,x10 350,2990,2013,Scooter,350,15859,motomag,2021-09-01 07:59:08.234345,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483841,8,Scooter-13127PIAGGIO-X103502990€2013-15859km31/08/2021
motomag-8483842,8483842,bmw,f 800 gt,4590,2014,Routière,800,61597,motomag,2021-09-01 07:59:10.039024,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483842,7,Routière-13127BMW-F800GT4590€2014-61597km31/08/2021
motomag-8483843,8483843,kawasaki,versys 650,3990,2014,Trail,650,45402,motomag,2021-09-01 07:59:11.841408,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483843,7,Trail-13127KAWASAKI-VERSYS6503990€2014-45402km31/08/2021
motomag-8483844,8483844,yamaha,xjr 1300 sp,3290,2009,Roadster,1300,71463,motomag,2021-09-01 07:59:13.713490,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483844,12,Roadster-13127YAMAHA-XJR1300SP3290€2009-71463km31/08/2021
motomag-8483845,8483845,harley-davidson,xlh 1000,1990,1982,Custom,1000,10027,motomag,2021-09-01 07:59:15.453699,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483845,39,Custom-13127HARLEY-DAVIDSON-XLH10001990€1982-10027km31/08/2021
motomag-8483846,8483846,yamaha,mt-03 300,3690,2017,Roadster,320,13596,motomag,2021-09-01 07:59:17.226349,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483846,4,Roadster-13127YAMAHA-MT-033003690€2017-13596km31/08/2021
motomag-8483847,8483847,bmw,s1000rr,12990,2015,Sportive,1000,22692,motomag,2021-09-01 07:59:19.047971,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483847,6,Sportive-13127BMW-S1000RR12990€2015-22692km31/08/2021
motomag-8482826,8482826,suzuki,burgman 400,6490,2020,Scooter,400,1137,motomag,2021-09-01 07:59:20.904203,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482826,1,Scooter-75017SUZUKI-BURGMAN4006490€2020-1137km31/08/2021
motomag-8482827,8482827,suzuki,burgman 125,3990,2020,Scooter,125,7209,motomag,2021-09-01 07:59:22.921210,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482827,1,Scooter-75017SUZUKI-BURGMAN1253990€2020-7209km31/08/2021
motomag-8483083,8483083,kawasaki,z 1000 sx,13690,2020,Routière,1000,4242,motomag,2021-09-01 07:59:24.879161,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483083,1,Routière-34000KAWASAKI-Z1000SX13690€2020-4242km31/08/2021
motomag-8482066,8482066,kawasaki,z 900,10299,2021,Roadster,900,681,motomag,2021-09-01 07:59:26.609879,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482066,0,Roadster-24430KAWASAKI-Z90010299€2021-681km31/08/2021
motomag-8482578,8482578,kawasaki,z 900,9290,2018,Routière,900,8188,motomag,2021-09-01 07:59:28.441247,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482578,3,Routière-75012KAWASAKI-Z9009290€2018-8188km31/08/2021
motomag-8481556,8481556,suzuki,suzuki dl 1050 v-strom,14990,2021,Trail,1050,491,motomag,2021-09-01 07:59:30.293288,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481556,0,Trail-22950SUZUKI-SUZUKIDL105014990€2021-491km31/08/2021
motomag-8481557,8481557,peugeot,metropolis 400,5690,2016,Scooter,400,4553,motomag,2021-09-01 07:59:32.193949,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481557,5,Scooter-22950PEUGEOT-METROPOLIS4005690€2016-4553km31/08/2021
motomag-8483094,8483094,honda,crosstourer,7990,2015,Trail,1200,47500,motomag,2021-09-01 07:59:34.006937,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483094,6,Trail-34000HONDA-CROSSTOURER7990€2015-47500km31/08/2021
motomag-8481047,8481047,yamaha,mt-10 sp,14800,2019,Roadster,1000,6400,motomag,2021-09-01 07:59:35.840328,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481047,2,Roadster-09100YAMAHA-MT-10SP14800€2019-6400km31/08/2021
motomag-8481311,8481311,yamaha,mt-09,8390,2018,Roadster,850,11304,motomag,2021-09-01 07:59:37.711148,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481311,3,Roadster-87280YAMAHA-MT-098390€2018-11304km31/08/2021
motomag-8482349,8482349,yamaha,yfm 700 kodiak 4x4 eps black max,9690,2019,Quad loisirs,700,174,motomag,2021-09-01 07:59:39.545839,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482349,2,Quadloisirs-56300YAMAHA-YFM700KODIAK9690€2019-174km31/08/2021
motomag-8483126,8483126,bmw,k 1300 gt,5490,2009,Routière,1300,62500,motomag,2021-09-01 07:59:41.477143,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483126,12,Routière-33500BMW-K1300GT5490€2009-62500km31/08/2021
motomag-8481847,8481847,yamaha,tracer 900,8290,2017,Routière,900,16830,motomag,2021-09-01 07:59:43.449419,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481847,4,Routière-78700YAMAHA-TRACER9008290€2017-16830km31/08/2021
motomag-8483127,8483127,honda,cb 500 x,5790,2018,Roadster,500,19004,motomag,2021-09-01 07:59:45.258476,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8483127,3,Roadster-33500HONDA-CB500X5790€2018-19004km31/08/2021
motomag-8481848,8481848,yamaha,xsr 700 abs,7390,2021,Roadster,700,2500,motomag,2021-09-01 07:59:47.208080,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481848,0,Roadster-78700YAMAHA-XSR700ABS7390€2021-2500km31/08/2021
motomag-8481849,8481849,yamaha,xsr 700 abs,7490,2021,Roadster,700,1500,motomag,2021-09-01 07:59:49.129406,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481849,0,Roadster-78700YAMAHA-XSR700ABS7490€2021-1500km31/08/2021
motomag-8482106,8482106,suzuki,gsf 650 s bandit,2890,2009,Roadster,650,51590,motomag,2021-09-01 07:59:50.906756,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8482106,12,Roadster-30100SUZUKI-GSF650SBANDI2890€2009-51590km31/08/2021
motomag-8481852,8481852,yamaha,mt-07,6395,2020,Roadster,689,610,motomag,2021-09-01 07:59:52.819093,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481852,1,Roadster-93500YAMAHA-MT-076395€2020-610km31/08/2021
motomag-8480839,8480839,ducati,1100 monster s,7590,2011,Roadster,1100,26700,motomag,2021-09-01 07:59:54.765166,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8480839,10,Roadster-30900DUCATI-1100MONSTER7590€2011-26700km31/08/2021
motomag-8481099,8481099,ktm,freeride 250 r,5890,2019,Enduro,250,1170,motomag,2021-09-01 07:59:56.612475,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481099,2,Enduro-82000KTM-FREERIDE2505890€2019-1170km31/08/2021
motomag-8481100,8481100,ktm,1290 super adventure,11490,2016,Trail,1290,28710,motomag,2021-09-01 07:59:58.603569,https://www.motomag.com/spip.php?page=pamoto&id_annonce=8481100,5,Trail-82000KTM-1290SUPERADVE11490€2016-28710km31/08/2021
